Patente|Pedimento|SeccionAduanera|FechaFacturacion|NumeroFactura|TerminoFacturacion|MonedaFacturacion|ValorDolares|ValorMonedaExtranjera|PaisFacturacion|EntidadFedFacturacion|IndentFiscalProveedor|ProveedorMercancia|CalleProveedor|NumInteriorProveedor|NumExteriorProveedor|CpProveedor|MunicipioProveedor|FechaPagoReal
3694|2011120|750|2022-02-21|03891ad8-7ba9-4361-8725-7b37085a36ff|DAP|USD|1381.21|1381.21|USA| |80-0871159|SUSSEK MACHINE COMPANY, LLC|PIERCE ST|S/N|805|53594|WATERLOO|2022-03-07 17:17:00|
3995|2003150|240||COVE22503TIZ1|FCA| |0.00|0.00| | |33-0729397|WHEELABRATOR GROUP, INC.||||||2022-03-10 14:41:11|
3694|2011110|750|2022-02-15|adfdc8c0-ad27-460d-a56d-e6b48b86b572|DAP|USD|7100.19|7100.19|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011118|750|2022-02-04|576890ed-8ac8-4416-b637-749e3a5146e0|DAP|USD|1419.23|1419.23|USA| |36-2691823|POWERBRACE CORPORATION|60TH AVE|S/N|7640|53142|KENOSHA|2022-03-14 19:05:02|
3694|2011110|750|2022-02-03|98c3eaab-b153-4af9-9cd9-67336738d477|DAP|USD|8687.70|8687.70|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011124|750|2022-02-15|b4c014e3-14ca-48e1-bcbf-99d04366d823|DAP|USD|42964.35|42964.35|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011119|750|2022-02-16|927086ba-4b94-4b56-8290-f62a5f6abf75|DAP|USD|26206.54|26206.54|USA| |80-0871159|SUSSEK MACHINE COMPANY, LLC|PIERCE ST|S/N|805|53594|WATERLOO|2022-03-07 16:21:03|
3694|2011110|750|2022-02-03|87dbfc27-9747-4522-ac78-c92af8487ebb|DAP|USD|6935.55|6935.55|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-10|ad8b0ddf-dbbb-441e-b760-0bb52ba2563e|DAP|USD|13378.50|13378.50|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011118|750|2022-02-22|5d7c6e62-7722-4179-85e9-48a70bb66485|DAP|USD|40001.41|40001.41|USA| |36-2691823|POWERBRACE CORPORATION|60TH AVE|S/N|7640|53142|KENOSHA|2022-03-14 19:05:02|
3995|2003123|240||COVE225048LN1|FCA| |0.00|0.00| | |63-0737260|RENO REFRACTORIES, INC||||||2022-03-10 15:53:03|
3694|2011110|750|2022-02-26|bf58ccbf-feba-40c8-b0e6-47aaed4b6317|DAP|USD|24103.59|24103.59|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-02|4643b071-7fee-4d78-b39e-2cfaa84e32fc|DAP|USD|14893.20|14893.20|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-15|72371c33-edc7-4184-9089-c033d33a8c20|DAP|USD|6500.10|6500.10|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-09|1181ffea-3bc7-4b47-9083-d3ceb79a64b5|DAP|USD|6986.16|6986.16|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011109|750|2022-02-17|9190ad7f-be80-4db7-88f5-369d73250997|DAP|USD|22555.93|22555.93|LUX| |20062417197|AAM INTERNATIONAL SARL|RUE DE KOERICH|S/N|68|L-8437|STEINFORT|2022-03-22 18:01:00|
3995|2002821|240|2022-02-28|3579da44-9c2d-4448-ac17-085c094a2110|FCA|USD|31919.85|31919.85|USA| |432096069|WORLDWIDE TECHNOLOGIES LLC|REASONOVER DRIVE||145|42134|FRANKLIN|2022-03-02 09:42:03|
3995|2002911|240||COVE224ZC1K16|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-03 17:16:01|
3694|2011110|750|2022-02-09|750f64c3-cb46-469f-9047-46768fdcff0a|DAP|USD|7514.85|7514.85|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2000925|240||COVE22510SNO2|DAP| |0.00|0.00| | |205573569|GLOBE METALLURGICAL INC.||||||2022-03-24 10:11:05|
3694|2011109|750|2022-02-25|7f6e9e6e-6f75-4425-a4ff-5f2e6d37b5c9|DAP|USD|6233.35|6233.35|LUX| |20062417197|AAM INTERNATIONAL SARL|RUE DE KOERICH|S/N|68|L-8437|STEINFORT|2022-03-22 18:01:00|
3694|2011124|750|2022-02-10|1aa369d7-efe5-4084-a714-1238c53118da|DAP|USD|42477.57|42477.57|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011110|750|2022-02-11|c23c7cf7-0cf9-439a-831c-46d2ba38d16f|DAP|USD|12411.00|12411.00|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011121|750|2022-02-03|SMC03022022|DAP|USD|3818.63|3818.63|USA| |80-0871159|SUSSEK MACHINE COMPANY, LLC|PIERCE ST|S/N|805|53594|WATERLOO|2022-03-08 17:17:00|
3694|2011124|750|2022-02-22|62a98eaf-e949-4728-b40a-7adf968587c5|DAP|USD|43206.08|43206.08|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011110|750|2022-02-10|42d497f0-7778-435d-8baa-0083ee9bb417|DAP|USD|7369.43|7369.43|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-21|2ccb63bd-947b-48cc-bbf1-6cc198ba039c|DAP|USD|7446.60|7446.60|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011118|750|2022-02-03|a85a5154-9f6c-4e39-b7df-0b1c003fd9c2|DAP|USD|44575.05|44575.05|USA| |36-2691823|POWERBRACE CORPORATION|60TH AVE|S/N|7640|53142|KENOSHA|2022-03-14 19:05:02|
3694|2011110|750|2022-02-19|333e384e-f855-48e6-960d-57b09e9dc8b8|DAP|USD|6205.50|6205.50|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011127|750|2022-02-18|0e259e36-fc15-4fd0-8389-78b565f1a5f0|DAP|USD|31341.10|31341.10|MEX| |CFI100129KJ4|TSM RAMOS S.A. DE C.V.|INDUSTRIA METAL MECANICA|S/N|4008|25900|RAMOS ARIZPE|2022-03-04 14:34:00|
3694|2011110|750|2022-02-01|0dabb58f-73f6-40ea-8de4-69f9cc6bb426|DAP|USD|9928.80|9928.80|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-22|6bde318f-1ed3-4d06-867b-8c635567d80d|DAP|USD|7369.43|7369.43|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011114|750|2022-02-11|46d092e0-8d8f-4540-8c84-0095ee11e910|DAP|USD|15728.19|15728.19|LUX| |20112443887|JOHN DEERE MEXICO, SARL|AVENUE JOHN F. KENNEDY||43|L-1855|LUXEMBURGO|2022-03-08 15:01:00|
3694|2011106|750|2022-02-15|e76f2ddb-fa3e-4db1-bd90-048e835b8fbd|DAP|USD|22501.79|22501.79|USA| |261107337|NEAPCO COMPONENTS LLC|HAGGERTY ROAD|S/N|6735|48111|BELLEVILLE|2022-03-09 11:47:03|
3694|2011124|750|2022-02-02|60d1535c-b500-4fca-8d61-ea52997ccceb|DAP|USD|28975.67|28975.67|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011110|750|2022-02-05|1bb7363c-ca76-4469-8008-482f60bd17b8|DAP|USD|12411.00|12411.00|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2003483|240||COVE2250D0PR6|DAP| |0.00|0.00| | |208386227|ADVANCED FOUNDRY SPECIALISTS, LLC||||||2022-03-15 19:53:03|
3995|2003546|240||COVE2250HSF86|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-17 18:38:13|
3694|2011110|750|2022-02-09|426629e6-56c8-41f9-8b55-d55944ba374a|DAP|USD|2166.70|2166.70|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-09|49b19a17-9991-480f-9bc4-d44a06530e48|DAP|USD|2699.15|2699.15|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011118|750|2022-02-24|6a67ebae-f089-482f-ad3a-5660468ad759|DAP|USD|31144.47|31144.47|USA| |36-2691823|POWERBRACE CORPORATION|60TH AVE|S/N|7640|53142|KENOSHA|2022-03-14 19:05:02|
3694|2011110|750|2022-02-22|522ded9d-4c11-4f39-9ed3-79e28ce15256|DAP|USD|7714.32|7714.32|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-22|500e1133-3c46-4675-80ca-ac4d986e9fd0|DAP|USD|5301.36|5301.36|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-26|0c89f924-7f77-4964-8872-35682897de47|DAP|USD|1024.75|1024.75|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3800|2001113|240|2022-03-10|A4B91B56-720A-4C9A-B130-C08E3F22C5A6|FCA|USD|40287.53|40287.53|MEX| |208608763|A.STUCKI COMPANY|COMERCE DRIVE  SUITE|906|900|15108|MOON TOWNSHIP|2022-03-11 13:28:01|
3694|2011110|750|2022-02-24|84a0c4ba-7db9-43f5-b288-bd8d5afb1855|DAP|USD|9925.01|9925.01|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011124|750|2022-02-03|21b600aa-8ae1-4dab-bfdd-ddf2f5556b34|DAP|USD|37167.86|37167.86|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011110|750|2022-02-02|7275ff1f-d322-4f6e-a7f4-905636eae753|DAP|USD|7912.26|7912.26|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011106|750|2022-02-09|d1e54643-9134-49c8-9c7a-ae6a21ee2af1|DAP|USD|11988.00|11988.00|USA| |261107337|NEAPCO COMPONENTS LLC|HAGGERTY ROAD|S/N|6735|48111|BELLEVILLE|2022-03-09 11:47:03|
3995|2002933|240||COVE224ZB5SK4|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-03 19:21:06|
3694|2011110|750|2022-02-24|e2e684ea-cbe5-45a0-a560-0305c55d2667|DAP|USD|2811.82|2811.82|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-01|ebdecad5-cb9c-464d-9a0b-9d91123c4509|DAP|USD|2637.42|2637.42|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-25|9549296f-07ac-4ed8-a050-b999ad789af8|DAP|USD|18445.50|18445.50|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-23|23c8a443-71c0-4a8a-b6bc-4e90100ce4cd|DAP|USD|5294.17|5294.17|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2003158|240||COVE22503TBJ7|FCA| |0.00|0.00| | |ESF01365550|LORAMENDI, S. COOP.||||||2022-03-10 14:42:01|
3694|2011129|750|2022-02-11|8f4a412e-b884-4db0-8a0e-3a4800f076fd|DAP|USD|18993.85|18993.85|USA| |263792367AC|BENDIX COMMERCIAL VEHICLE SYSTEMS LLC|CLEVELAND STREET|S/N|901|44035|ELYRIA|2022-03-11 17:44:01|
3694|2011110|750|2022-02-01|086c5bf8-d0b6-4594-bb72-ef888349a49d|DAP|USD|19836.83|19836.83|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2003317|240||COVE2250GL937|FCA| |0.00|0.00| | |ESF01365550|LORAMENDI, S. COOP.||||||2022-03-17 13:45:10|
3694|2011108|750|2022-02-08|c592ea7b-b848-42db-9117-09a3328c0fcc|DAP|USD|1313.68|1313.68|LUX| |20062417197|AAM INTERNATIONAL SARL|RUE DE KOERICH|S/N|68|L-8437|STEINFORT|2022-03-14 17:30:03|
3694|2011110|750|2022-02-28|d55a21ef-7801-4e8c-a2d0-b498ae23f518|DAP|USD|8826.36|8826.36|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-22|5febdb58-4ed2-435b-ab5a-a335e0730304|DAP|USD|13871.10|13871.10|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-16|05eac732-1c46-4b4d-b85d-fb58acaefab0|DAP|USD|2521.82|2521.82|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-02|fbd60e6c-4268-4397-aa7f-7ab7fd5e2ebc|DAP|USD|32632.50|32632.50|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2003807|240||COVE22512C7L2|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-24 15:46:05|
3694|2011110|750|2022-02-09|d8c029e1-b001-49e2-abc1-57c814a67949|DAP|USD|17632.74|17632.74|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2001028|240||COVE22505CBG4|DAP| |0.00|0.00| | |205573569|GLOBE METALLURGICAL INC.||||||2022-03-11 09:38:07|
3694|2011124|750|2022-02-10|7ad8951f-9ea0-4341-8c53-c78aa10338e9|DAP|USD|35362.56|35362.56|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011124|750|2022-02-05|e9c14679-c504-4d8c-8743-aa107b23e5d5|DAP|USD|40234.04|40234.04|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011110|750|2022-02-05|23bbf8ec-ba23-4638-98fb-a380c61e190b|DAP|USD|25521.44|25521.44|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-25|733f0124-72e5-4f3e-8ceb-aea0656f59b3|DAP|USD|10588.34|10588.34|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011119|750|2022-02-14|35970074-e44e-4e0f-ba32-1147d8c5e469|DAP|USD|5729.94|5729.94|USA| |80-0871159|SUSSEK MACHINE COMPANY, LLC|PIERCE ST|S/N|805|53594|WATERLOO|2022-03-07 16:21:03|
3694|2011110|750|2022-02-04|15f81efe-93d3-4722-85f6-ee2b70b7db5f|DAP|USD|13652.10|13652.10|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-03|7ad6decd-9bea-4d4a-b0fe-c1f9ca243d4f|DAP|USD|2850.68|2850.68|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-14|5d18756d-ff98-4ed3-9662-0698ca53dfc5|DAP|USD|29786.40|29786.40|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-05|14256f67-5ecc-4e64-b8d6-9453de0e4067|DAP|USD|7446.60|7446.60|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-01|abe5d431-1d7c-43b6-a2f0-e3cc50e7adc2|DAP|USD|4833.00|4833.00|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-23|001ad8bc-9449-4ba8-b540-bb1abd298bd8|DAP|USD|10013.40|10013.40|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011119|750|2022-02-19|185d3285-fd9d-445f-9aa0-9b3a5acb9ad4|DAP|USD|1979.00|1979.00|USA| |80-0871159|SUSSEK MACHINE COMPANY, LLC|PIERCE ST|S/N|805|53594|WATERLOO|2022-03-07 16:21:03|
3694|2011110|750|2022-02-01|4e9a186b-8b61-4360-b266-25ab5798c2bc|DAP|USD|6304.55|6304.55|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-24|91fc95b7-62ef-46db-8598-e7ff4341416e|DAP|USD|12282.38|12282.38|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-14|49545d81-12ba-4ecb-981b-1c1a41e01df4|DAP|USD|3782.73|3782.73|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2002559|240||COVE224ZCD1B4|FCA| |0.00|0.00| | |81-4245953|KLEIN PALMER INC||||||2022-03-03 17:19:04|
3694|2011110|750|2022-02-12|e1632bdf-7b39-41bb-a06d-601e80677592|DAP|USD|7173.25|7173.25|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-10|7783deab-1c75-4139-a6d9-ebd242aaec69|DAP|USD|11296.00|11296.00|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-23|482fbd71-8956-4307-89cf-5db62cc81e6f|DAP|USD|7249.50|7249.50|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011109|750|2022-02-02|e9a8b26b-e93d-4d73-8f0c-002af1d09a5f|DAP|USD|30680.25|30680.25|LUX| |20062417197|AAM INTERNATIONAL SARL|RUE DE KOERICH|S/N|68|L-8437|STEINFORT|2022-03-22 18:01:00|
3694|2011110|750|2022-02-10|63d821e7-b2b0-4299-b944-6f7571f3a479|DAP|USD|8457.75|8457.75|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-18|7e82530a-ba77-4a89-abd1-a7fc587d3aa7|DAP|USD|9238.11|9238.11|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2002938|240||COVE2250GL7R8|FCA| |0.00|0.00| | |ESA48556104|INDEFUNSA S.A.L.||||||2022-03-17 13:45:11|
3694|2011110|750|2022-02-11|cb321798-d9d5-45da-ac4d-b63e9979def6|DAP|USD|7514.85|7514.85|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-03|cad9b0cd-0cf7-4d4e-abc5-5db907819a8d|DAP|USD|2330.60|2330.60|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-21|7cdc016d-5215-44c9-93bc-bdd355e6645f|DAP|USD|2835.72|2835.72|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011120|750|2022-02-14|48c32057-46a4-4804-9351-6de38853f360|DAP|USD|1972.24|1972.24|USA| |80-0871159|SUSSEK MACHINE COMPANY, LLC|PIERCE ST|S/N|805|53594|WATERLOO|2022-03-07 17:17:00|
3995|2004271|240||COVE2251R4V75|FCA| |0.00|0.00| | |26-2664218|BLAST CLEANING TECHNOLOGIES||||||2022-03-31 21:23:02|
3995|2003126|240||COVE2250HQ774|FCA| |0.00|0.00| | |630995716|LAEMPE REICH CORPORATION||||||2022-03-17 18:35:09|
3694|2011110|750|2022-02-03|ee241dcc-0f4d-47d1-9f1d-928d9422ca4f|DAP|USD|2328.72|2328.72|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-21|fe871a33-a61d-494e-a9dc-9243a4f684c2|DAP|USD|1241.10|1241.10|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2002819|240|2022-02-28|4a2fa3c1-9852-498a-b58d-bbef08b62f7f|FCA|USD|31919.85|31919.85|USA| |432096069|WORLDWIDE TECHNOLOGIES LLC|REASONOVER DRIVE||145|42134|FRANKLIN|2022-03-01 09:57:09|
3995|2003892|240|2022-03-22|1ed8b76a-c8b7-47df-8219-b04247b57e3c|FCA|USD|31537.84|31537.84|USA| |432096069|WORLDWIDE TECHNOLOGIES LLC|REASONOVER DRIVE||145|42134|FRANKLIN|2022-03-23 13:22:04|
3694|2011110|750|2022-02-25|2dd0db22-3f7b-424a-a9cd-a1736d68c572|DAP|USD|1775.05|1775.05|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-14|a4fedb0c-d5d4-454e-bf3e-5e19a8753654|DAP|USD|5475.24|5475.24|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-24|b03fa15f-703e-4dee-94ab-ee17a7643351|DAP|USD|3723.30|3723.30|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011112|750|2022-02-21|d95d1773-b7be-4771-b84c-3d9fb3508bce|DAP|USD|8138.88|8138.88|CHE| |CHE-112.299.409|EATON INDUSTRIES MANUFACTURING GMBH|ROUTE DE LA LONGERAIE|S/N|7|1110|MORGES|2022-03-08 12:13:02|
