Patente|Pedimento|SeccionAduanera|FechaFacturacion|NumeroFactura|TerminoFacturacion|MonedaFacturacion|ValorDolares|ValorMonedaExtranjera|PaisFacturacion|EntidadFedFacturacion|IndentFiscalProveedor|ProveedorMercancia|CalleProveedor|NumInteriorProveedor|NumExteriorProveedor|CpProveedor|MunicipioProveedor|FechaPagoReal
3995|2012196|240|2022-08-29|78861d24-8642-4aeb-8eb6-6a06f5251ae8|DPU|USD|13452.48|13452.48|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-30 17:16:03|
3752|2051790|370|2022-05-26|976207a9-98b9-43c8-8635-27f5a55a2ee0|DPU|USD|53848.58|53848.58|HND| |5019995122957|DISTRIBUCIONES UNIVERSALES SA DE CV|1ERA CALLE ENTRE 11-12 AVE COLONIA SAN FERNANDO, HONDURAS|SN|SN|00447|SAN PEDRO SULA|2022-08-05 19:37:02|
3995|2011711|240|2022-08-19|b322031a-9be4-451b-9c04-97f02678a893|DPU|USD|16485.12|16485.12|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-23 10:04:02|
3995|2011944|240|2022-08-25|623053e1-5f9a-4967-a93d-2517fed98f26|DPU|USD|724.80|724.80|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-25 16:23:05|
3752|2052681|370|2022-08-30|57a92a97-24cc-4144-8a46-0c8b4a2c77c5|DPU|USD|33187.20|33187.20|GTM| |26544814|KRASKA DISTRIBUIDORA, SOCIEDAD ANONIMA|14 AVENIDA ZONA 4 FINCA EL NARANJO|SN|19-50|1001|NO.OFIBODEGAS SAN SEBASTIAN BODEGA NO.18, MIXCO GUATEMALA|2022-08-30 19:24:00|
3752|2052584|370|2022-06-10|149176E7-994E-4A17-847E-83E0AF2380F3|DPU|USD|1467.81|1467.81|HND| |5019995122957|DISTRIBUCIONES UNIVERSALES SA DE CV|1ERA CALLE ENTRE 11-12 AVE COLONIA SAN FERNANDO, HONDURAS|SN|SN|00447|SAN PEDRO SULA|2022-08-18 15:55:01|
3995|2011598|240|2022-08-18|f11c4188-afa6-49ba-b265-0c79c0bfad4e|DPU|USD|13164.12|13164.12|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-19 12:12:04|
3995|2011400|240|2022-08-15|8881696d-2559-49f4-8c1f-595526cf3036|DPU|USD|2764.79|2764.79|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-16 15:29:06|
3995|2011505|240|2022-08-16|ecf8152a-8e85-49f2-873a-5d57c19774ac|DPU|USD|4487.02|4487.02|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-17 18:32:05|
3995|2011707|240|2022-08-19|658dc2cf-0e9a-42eb-b661-5b31a93b891b|DPU|USD|72.56|72.56|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-23 10:23:01|
3995|2011415|240|2022-08-12|7fd8622a-7ac8-4fd0-8707-9d80755b0bf4|DPU|USD|26488.08|26488.08|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-16 15:37:07|
3752|2052712|370|2022-06-24|A76B70BA-6C48-4343-BCEF-C18EF4915D6B|FCA|USD|2150.24|2150.24|HND| |5019995122957|DISTRIBUCIONES UNIVERSALES SA DE CV|1ERA CALLE ENTRE 11-12 AVE COLONIA SAN FERNANDO, HONDURAS|SN|SN|00447|SAN PEDRO SULA|2022-08-27 09:51:01|
3995|2011707|240|2022-08-19|9f8711ce-2038-4730-9d94-a14aa7d8ac47|DPU|USD|12821.76|12821.76|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-23 10:23:01|
3752|2006600|160|2022-08-03|COVE2259Y3L15|FOB|USD|36910.36|36910.36|USA| |20506279187|MANUFACTURAS Y MOLDEOS PLASTICOS S.A.C.|CAL. LOS AMAUTAS||111|SN|URB. ZARATE SAN JUAN DE LURIGANCHO LIMA|2022-08-22 10:54:02|
3995|2012195|240|2022-08-29|3ab88be4-2644-4621-9917-0da468abcba2|DPU|USD|1612.80|1612.80|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-30 17:16:04|
3995|2012107|240|2022-08-27|652aa284-2c2a-4dcd-b0cb-97b6ecfccd04|DPU|USD|19180.80|19180.80|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-29 16:04:05|
3995|2011944|240|2022-08-25|6e38d438-798f-4407-aaf0-fb3fa5f6a748|DPU|USD|719.96|719.96|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-25 16:23:05|
3995|2012008|240|2022-08-26|ee7f83d5-a8aa-4270-89d8-ca60a8858320|DPU|USD|351.20|351.20|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-26 16:22:09|
3995|2011290|240|2022-08-12|5d4cb013-a093-48a9-b92f-cc2371043375|DPU|USD|16433.92|16433.92|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-15 12:49:03|
3995|2011555|240|2022-08-18|20596207-ed92-45bf-bba2-1399e4ba7e58|DPU|USD|80.33|80.33|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-18 16:32:03|
3995|2012232|240|2022-08-30|658f62ae-888c-4fd0-87d9-0021b184014a|DPU|USD|990.60|990.60|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-31 16:30:04|
3995|2011573|240||COVE225A2L0Q2|EXW| |0.00|0.00| | |13-2656671|COVIA HOLDINGS CORPORATION||||||2022-08-18 17:11:05|
3947|2030597|521|2022-08-11|COVE225AAY597|EXW| |0.00|0.00| | |4571139875|HARMANCI METAL SAN VE TIC LRD STI||||||2022-08-22 11:38:00|
3995|2011509|240|2022-08-16|ac41114f-9649-4988-8811-c0d433cb9597|DPU|USD|22051.08|22051.08|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-17 18:36:11|
3995|2011864|240|2022-08-23|c14c1111-a350-46d8-9bd2-0a70712355e8|DPU|USD|526.02|526.02|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-24 17:48:08|
3995|2011713|240|2022-08-19|308b5841-e9e7-45db-8202-c132a31345ed|DPU|USD|27705.60|27705.60|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-23 10:04:02|
3995|2011968|240|2022-08-25|2eb4deaa-b578-4c31-a4d5-4f2e5644a5b9|DPU|USD|3064.32|3064.32|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-26 10:44:01|
3430|2006384|810||COVE225APWVK4|EXW| |0.00|0.00| | |04500850963|SANMIRO S.R.L.||||||2022-08-31 10:59:01|
3752|2052577|370|2022-08-08|181FDE80-72FC-4AB2-92B6-81FCCFE9AC6C|DPU|USD|3271.64|3271.64|GTM| |26544814|KRASKA DISTRIBUIDORA, SOCIEDAD ANONIMA|14 AVENIDA ZONA 4 FINCA EL NARANJO|SN|19-50|1001|NO.OFIBODEGAS SAN SEBASTIAN BODEGA NO.18, MIXCO GUATEMALA|2022-08-17 14:13:01|
3947|2030503|521|2022-08-03|COVE225A1G9W5|EXW| |0.00|0.00| | |278725317|HYGAN PRODUCTS LIMITED||||||2022-08-18 12:38:01|
3752|2052712|370|2022-06-27|21E2C87F-7425-4247-BB42-4BDF0ACE4F39|FCA|USD|58876.26|58876.26|HND| |5019995122957|DISTRIBUCIONES UNIVERSALES SA DE CV|1ERA CALLE ENTRE 11-12 AVE COLONIA SAN FERNANDO, HONDURAS|SN|SN|00447|SAN PEDRO SULA|2022-08-27 09:51:01|
3752|2052671|370|2022-08-19|80DE7EC2-11FE-4E79-8635-F53229CC23C5|DPU|USD|61707.32|61707.32|SLV| |06141202931043|PROALCA, S.A. DE C.V.|13A. CALLE ORIENTE|SN|124|SN|SAN SALVADOR|2022-08-25 16:00:03|
3995|2011478|240||COVE225AXZ3Q2|EXW| |0.00|0.00| | |34-1923750|QUAL-FAB INC||||||2022-08-31 11:22:01|
3995|2011944|240|2022-08-25|9ac64cea-6714-45ae-b094-8c6204403a2c|DPU|USD|11.79|11.79|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-25 16:23:05|
3995|2011814|240|2022-08-20|af0162e2-db00-4932-98b6-ef422ec57b66|DPU|USD|19180.80|19180.80|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-24 11:32:09|
3995|2011400|240|2022-08-15|ca81eb58-7b55-4cc3-b632-c023c0df1eaf|DPU|USD|1449.36|1449.36|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-16 15:29:06|
3995|2011909|240||COVE225AIXCX4|EXW| |0.00|0.00| | |13-2656671|COVIA HOLDINGS CORPORATION||||||2022-08-25 15:20:07|
3995|2011968|240|2022-08-25|56e85900-8376-4620-8543-6bb4fb63917b|DPU|USD|3022.32|3022.32|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-26 10:44:01|
3995|2011833|240|2022-08-22|41aa3e5b-f7bb-4ba7-a8fa-9b6253f0e587|DPU|USD|5408.28|5408.28|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-24 11:33:03|
3995|2011908|240||COVE225AIXCH8|EXW| |0.00|0.00| | |13-2656671|COVIA HOLDINGS CORPORATION||||||2022-08-25 15:20:06|
3995|2011572|240||COVE225A2L074|EXW| |0.00|0.00| | |13-2656671|COVIA HOLDINGS CORPORATION||||||2022-08-18 17:10:07|
3995|2011501|240|2022-08-16|3a7f2b0f-9f7b-4810-ae28-e975e11e2e06|DPU|USD|671.04|671.04|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-17 18:01:14|
3995|2012233|240|2022-08-30|1716ef37-e47b-489f-9139-ceda3369db2a|DPU|USD|2419.20|2419.20|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-31 16:19:02|
3995|2011833|240|2022-08-22|3585397f-0d69-46bc-a351-03f6f37f2756|DPU|USD|1392.30|1392.30|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-24 11:33:03|
3995|2011019|240|2022-08-04|e0de65ec-203e-4f93-9ffd-f1bb530a3122|DPU|USD|1098.44|1098.44|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-05 13:37:22|
3752|2052584|370|2022-06-10|3CEB4F64-8477-4DA5-99E7-F8241029D708|FCA|USD|7004.64|7004.64|HND| |5019995122957|DISTRIBUCIONES UNIVERSALES SA DE CV|1ERA CALLE ENTRE 11-12 AVE COLONIA SAN FERNANDO, HONDURAS|SN|SN|00447|SAN PEDRO SULA|2022-08-18 15:55:01|
3995|2011943|240|2022-08-24|1021b92d-b650-4631-8d64-c15fc6c2fcd2|DPU|USD|16485.12|16485.12|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-25 16:22:09|
3995|2012080|240|2022-08-27|2423bb7a-542c-498c-b43d-896ece1c92e8|DPU|USD|9590.40|9590.40|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-29 16:03:03|
3995|2011208|240|2022-08-09|2c486006-5975-427a-b04a-3e8680010bac|DPU|USD|645.84|645.84|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-10 17:08:05|
3752|2052681|370|2022-08-22|1B433125-45FB-4C9D-902D-EBF6550EB1BF|DPU|USD|17264.00|17264.00|GTM| |26544814|KRASKA DISTRIBUIDORA, SOCIEDAD ANONIMA|14 AVENIDA ZONA 4 FINCA EL NARANJO|SN|19-50|1001|NO.OFIBODEGAS SAN SEBASTIAN BODEGA NO.18, MIXCO GUATEMALA|2022-08-30 19:24:00|
3752|2052577|370|2022-08-08|181FDE80-72FC-4AB2-92B6-81FCCFE9AC6C|DPU|USD|3271.64|3271.64|GTM| |26544814|KRASKA DISTRIBUIDORA, SOCIEDAD ANONIMA|14 AVENIDA ZONA 4 FINCA EL NARANJO|SN|19-50|1001|NO.OFIBODEGAS SAN SEBASTIAN BODEGA NO.18, MIXCO GUATEMALA|2022-08-17 14:13:01|
3995|2010973|240|2022-08-03|fe327a4f-058b-4658-a032-c518950064fb|DPU|USD|13533.24|13533.24|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-04 13:15:03|
3752|2052584|370|2022-06-10|8005E9BF-1E4B-4481-920A-491B3CDB5CED|FCA|USD|94.00|94.00|HND| |5019995122957|DISTRIBUCIONES UNIVERSALES SA DE CV|1ERA CALLE ENTRE 11-12 AVE COLONIA SAN FERNANDO, HONDURAS|SN|SN|00447|SAN PEDRO SULA|2022-08-18 15:55:01|
3995|2011944|240|2022-08-25|4d66399f-9eac-4f7d-afa9-928e8cf214fa|DPU|USD|115.92|115.92|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-25 16:23:05|
3995|2011812|240|2022-08-22|f68417ce-9bd2-4ce2-ad66-5e481b173bb3|DPU|USD|19180.80|19180.80|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-24 11:32:06|
3995|2012003|240|2022-08-26|a7f62e72-88d2-4ea8-b3a5-251f20f6c710|DPU|USD|766.08|766.08|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-26 15:33:01|
3995|2012008|240|2022-08-26|0360d049-95e8-4ef9-99ed-ed821876a263|DPU|USD|1831.68|1831.68|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-26 16:22:09|
3995|2011603|240|2022-08-18|a39120b4-670d-4537-95d1-5f34fc3b2c14|DPU|USD|16485.12|16485.12|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-19 17:17:04|
3995|2011968|240|2022-08-25|f0e71adc-b90c-46b4-bbc0-6aa04a52c21d|DPU|USD|5634.96|5634.96|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-26 10:44:01|
3995|2011598|240|2022-08-18|a57b3b66-50e7-4805-967a-4cfdd71f3d80|DPU|USD|5850.72|5850.72|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-19 12:12:04|
3752|2052260|370|2022-07-19|F5936756-62F1-4356-B008-D7F9DE63F375|DPU|USD|50002.00|50002.00|GTM| |8150157-9|REPRESENTACIONES COMERCIALES INTERNACIONALES SOCIEDAD ANONIMA|3 CALLE FINAL 16-10 NO. COLONIA LINDA VISTA, VILLANUEVA|SN|SN|0|ZONA 4|2022-08-09 16:38:03|
3995|2010789|240|2022-07-29|c18a251c-e1c0-4850-a9bc-1938c3635158|DPU|USD|176.80|176.80|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-01 17:27:05|
3752|2052681|370|2022-08-22|1B433125-45FB-4C9D-902D-EBF6550EB1BF|DPU|USD|17264.00|17264.00|GTM| |26544814|KRASKA DISTRIBUIDORA, SOCIEDAD ANONIMA|14 AVENIDA ZONA 4 FINCA EL NARANJO|SN|19-50|1001|NO.OFIBODEGAS SAN SEBASTIAN BODEGA NO.18, MIXCO GUATEMALA|2022-08-30 19:24:00|
3995|2011020|240|2022-08-04|ac704e98-fcb0-4efa-a0dd-5008884deb3e|DPU|USD|2428.80|2428.80|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-05 17:18:10|
3995|2011114|240|2022-08-08|ac4fa44d-dfa3-461e-976a-6f02f17e27d8|DPU|USD|3078.40|3078.40|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-09 19:01:02|
3995|2012233|240|2022-08-30|54f7b2d4-94bd-4f43-9128-cdb166840d93|DPU|USD|11950.20|11950.20|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-31 16:19:02|
3995|2011030|240|2022-08-05|0cb1a372-0cfb-475b-be49-6c1f4f9437ad|DPU|USD|19180.80|19180.80|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-08 16:34:07|
3995|2011080|240||COVE2259PKO61|FCA| |0.00|0.00| | |36-1458720|MC MASTER CARR SUPPLY COMPANY||||||2022-08-12 14:17:06|
3995|2011716|240|2022-08-19|6af4a6af-c2c9-4c78-8176-e880bc133107|DPU|USD|19180.80|19180.80|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-23 10:06:01|
3995|2012196|240|2022-08-29|b07959d3-7fca-48c5-864d-b188b65a3e52|DPU|USD|1032.48|1032.48|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-30 17:16:03|
3752|2052577|370|2022-08-08|20E312C3-98F1-4510-AEB2-2864992890F7|DPU|USD|52079.80|52079.80|GTM| |26544814|KRASKA DISTRIBUIDORA, SOCIEDAD ANONIMA|14 AVENIDA ZONA 4 FINCA EL NARANJO|SN|19-50|1001|NO.OFIBODEGAS SAN SEBASTIAN BODEGA NO.18, MIXCO GUATEMALA|2022-08-17 14:13:01|
3995|2012104|240|2022-08-27|be950ff6-b44d-4af8-b9b2-cff053882c0f|DPU|USD|10844.08|10844.08|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-29 16:03:03|
3752|2052712|370|2022-06-27|21E2C87F-7425-4247-BB42-4BDF0ACE4F39|FCA|USD|58876.26|58876.26|HND| |5019995122957|DISTRIBUCIONES UNIVERSALES SA DE CV|1ERA CALLE ENTRE 11-12 AVE COLONIA SAN FERNANDO, HONDURAS|SN|SN|00447|SAN PEDRO SULA|2022-08-27 09:51:01|
3995|2011555|240|2022-08-18|ce638cf2-f31c-4e8d-8d1e-2306c6c124c7|DPU|USD|17664.48|17664.48|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-18 16:32:03|
3995|2012195|240|2022-08-29|c3b71770-4d9b-4fce-900a-693a4dcb01ae|DPU|USD|6854.40|6854.40|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-30 17:16:04|
3995|2011621|240|2022-08-16|cbbbff6d-1a91-48b6-8362-08e649ee13b8|DPU|USD|517.02|517.02|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-19 15:48:12|
3995|2011008|240|2022-07-29|c19e1f8f-433d-497c-b75a-9e06e7535310|DPU|USD|23804.76|23804.76|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-05 10:52:01|
3995|2010986|240|2022-08-03|02dbe3d0-cd17-4a42-9b40-1899d6a56315|DPU|USD|15408.00|15408.00|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-04 18:34:14|
3995|2011944|240|2022-08-25|88397a8a-f59a-4d98-a601-f6bd0d9ee262|DPU|USD|67.44|67.44|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-25 16:23:05|
3995|2011231|240|2022-08-10|1f0b7b0a-a7df-455a-a329-615e1ee84a55|DPU|USD|24263.28|24263.28|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-11 15:47:00|
3995|2010949|240|2022-08-02|e5b2932f-c30c-437e-a721-69f884ddbfd3|DPU|USD|15.24|15.24|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-03 18:23:19|
3995|2012080|240|2022-08-27|dd68d1af-5aab-48e5-86f2-7ca2a18d38d9|DPU|USD|13452.48|13452.48|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-29 16:03:03|
3995|2010925|240|2022-08-01|32e6df39-d207-4727-a74a-1127ea0d415a|DPU|USD|1107.72|1107.72|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-03 14:05:02|
3947|2029181|521|2022-07-29|COVE2259FGH28|DAP| |0.00|0.00| | |04291320960|DEKO SRL||||||2022-08-08 13:17:02|
3947|2030963|521|2022-08-11|COVE225AAMEK5|EXW| |0.00|0.00| | |05/17608534|MP INDUSTRIES LTD.||||||2022-08-22 11:19:01|
3752|2052712|370|2022-06-24|A76B70BA-6C48-4343-BCEF-C18EF4915D6B|FCA|USD|2150.24|2150.24|HND| |5019995122957|DISTRIBUCIONES UNIVERSALES SA DE CV|1ERA CALLE ENTRE 11-12 AVE COLONIA SAN FERNANDO, HONDURAS|SN|SN|00447|SAN PEDRO SULA|2022-08-27 09:51:01|
3752|2052671|370|2022-08-19|7D1904F3-722C-4A6D-AD8C-6896596192C2|DPU|USD|2940.24|2940.24|SLV| |06141202931043|PROALCA, S.A. DE C.V.|13A. CALLE ORIENTE|SN|124|SN|SAN SALVADOR|2022-08-25 16:00:03|
3995|2012195|240|2022-08-29|096faa21-754c-46ab-82ba-ebc91f5414fd|DPU|USD|10463.04|10463.04|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-30 17:16:04|
3995|2011969|240|2022-08-25|ce966b85-6988-4098-b17e-62ba79dd600a|DPU|USD|16485.12|16485.12|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-26 10:44:02|
3995|2012111|240|2022-08-27|ccbde40e-2009-4a63-bcc6-e9e8f5e3e114|DPU|USD|26904.96|26904.96|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-29 16:03:04|
3995|2011230|240|2022-08-10|5aae8461-746a-47d7-81e8-32062a8b2ce9|DPU|USD|3490.06|3490.06|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-11 16:06:08|
3995|2011347|240|2022-08-15|8af0ed23-fa31-4c35-82e0-4bafcbdfdf23|DPU|USD|1089.28|1089.28|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-16 15:19:01|
3995|2011179|240|2022-08-09|406d7ef6-6979-4d03-bb7a-54e3c11e8635|DPU|USD|1170.30|1170.30|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-10 13:23:06|
3995|2010973|240|2022-08-03|14e6b256-fe0b-4049-9a15-37d5d108e173|DPU|USD|2684.16|2684.16|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-04 13:15:03|
3995|2012195|240|2022-08-29|9c4ea0f0-aa4b-4b11-8083-0ea411dd16c1|DPU|USD|552.50|552.50|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-30 17:16:04|
3995|2010799|240|2022-07-29|c22e7ab9-3812-4d5f-81d8-176670963377|DPU|USD|200.00|200.00|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-02 13:49:02|
3995|2011114|240|2022-08-08|b7f89cda-7c87-4063-818a-ffb29eae888f|DPU|USD|843.56|843.56|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-09 19:01:02|
3995|2012232|240|2022-08-30|cf8bba3e-37c9-45e5-92c7-e7e0480c11d6|DPU|USD|5328.00|5328.00|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-31 16:30:04|
3752|2052261|370|2022-07-22|479AF03B-D61A-4A24-B628-E54DE0044B21|DPU|USD|298.08|298.08|GTM| |26544814|KRASKA DISTRIBUIDORA, SOCIEDAD ANONIMA|14 AVENIDA ZONA 4 FINCA EL NARANJO|SN|19-50|1001|NO.OFIBODEGAS SAN SEBASTIAN BODEGA NO.18, MIXCO GUATEMALA|2022-08-03 14:06:01|
3995|2010879|240|2022-08-01|ca8bcf3d-2707-4536-9e12-aee0c812cbf9|DPU|USD|7876.83|7876.83|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-02 16:38:08|
3995|2011080|240||COVE2259PFDV2|FCA| |0.00|0.00| | |36-1458720|MC MASTER CARR SUPPLY COMPANY||||||2022-08-12 14:17:06|
3995|2010799|240|2022-07-29|3618e0b0-1b1e-4ae6-82be-e4e170bc2db7|DPU|USD|25574.40|25574.40|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-02 13:49:02|
3995|2011864|240|2022-08-23|c239f5ff-1fee-4d97-8c14-677010fc60eb|DPU|USD|653.54|653.54|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-24 17:48:08|
3752|2052645|370|2022-08-16|A370BEF2-6F1B-4A0F-A765-E7402973802C|DPU|USD|28100.08|28100.08|GTM| |26544814|KRASKA DISTRIBUIDORA, SOCIEDAD ANONIMA|14 AVENIDA ZONA 4 FINCA EL NARANJO|SN|19-50|1001|NO.OFIBODEGAS SAN SEBASTIAN BODEGA NO.18, MIXCO GUATEMALA|2022-08-24 10:02:01|
3430|2006310|810||COVE225AHRQH5|FOB| |0.00|0.00| | |0550441332|ALMESAN ALUMINYUM SAN. VE TIC. A.S||||||2022-08-26 11:32:00|
3995|2011968|240|2022-08-25|a63ada26-2414-4e1a-a8f6-c39d83c202f1|DPU|USD|6270.96|6270.96|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-26 10:44:01|
3947|2029165|521|2022-07-29|COVE2259F1R53|EXW| |0.00|0.00| | |8180001000511|SHIN-EI KIKO,CO.,LTD||||||2022-08-08 13:17:02|
3995|2011621|240|2022-08-16|0a273be7-9322-423d-a9ea-e3c8b9bcd10a|DPU|USD|13183.96|13183.96|USA| |461262251|CINSA USA INC|US HWY 281 N|SUITE 230|18402|78259|SAN ANTONIO|2022-08-19 15:48:12|
